ID,Text,Entities,Relations
50,习近平指出，30年前，亚太地区领导人顺应和平和发展的时代潮流，召开了首次亚太经合组织领导人非正式会议，推动亚太发展和经济全球化进入快车道，助力亚太成为世界经济增长中心、全球发展稳定之锚。30年来，我们秉持开放的区域主义，开放包容、取长补短、互通有无，聚焦发展，开创了自主自愿、协商一致、循序渐进的“亚太经合组织方式”，弘扬和而不同、求同存异、和衷共济的伙伴精神。亚太合作的非凡历程带给我们许多深刻启示。,人物(0-3): 习近平; 人物(11-18): 亚太地区领导人; 国家(11-13): 亚太; 国家(36-38): 亚太; 机构(36-42): 亚太经合组织; 人物(36-45): 亚太经合组织领导人; 机构(36-50): 亚太经合组织领导人非正式会议; 国家(53-55): 亚太; 国家(71-73): 亚太; 机构(149-155): 亚太经合组织; 国家(149-151): 亚太; 国家(181-183): 亚太,"国家-人物<亚太,亚太地区领导人>; 机构-人物<亚太经合组织,亚太经合组织领导人>; 国家-机构<亚太,亚太经合组织>"
51,习近平强调，世界进入新的动荡变革期，亚太合作下一个30年将走向何方，成为我们面临的新的时代之问。我们要秉持亚太经合组织初心，推动亚太合作再出发。,人物(0-3): 习近平; 国家(18-20): 亚太; 国家(53-55): 亚太; 机构(53-59): 亚太经合组织; 国家(64-66): 亚太,"国家-机构<亚太,亚太经合组织>"
52,我们要共同维护联合国宪章宗旨和原则，坚持对话而不对抗、结伴而不结盟的国与国交往之道，维护亚太繁荣稳定。亚太不能也不应该沦为地缘博弈的角斗场，更不能搞“新冷战”和阵营对抗。要坚持开放的区域主义，坚定不移推进亚太自由贸易区进程，促进各国经济联动融通，打造合作共赢的开放型亚太经济。要推进数字化、智能化、绿色化转型发展，强化科技创新和成果转化，推进数字经济和实体经济深度融合，携手完善全球科技治理，营造开放、公平、公正、非歧视的科技发展环境。,机构(7-10): 联合国; 国家(44-46): 亚太; 国家(51-53): 亚太; 机构(102-109): 亚太自由贸易区; 国家(133-135): 亚太,"国家-机构<亚太,联合国>; 国家-机构<亚太自由贸易区,亚太>"
53,习近平强调，今年以来，中国经济持续回升向好，高质量发展扎实推进，中国仍然是全球增长最大引擎，中国具有社会主义市场经济的体制优势、超大规模市场的需求优势、产业体系配套完整的供给优势、大量高素质劳动者和企业家的人才优势，经济发展具备强劲的内生动力、韧性、潜力。中国经济长期向好的基本面没有变也不会变。我们有信心、更有能力实现长期稳定发展，并不断以中国新发展为世界带来新动力、新机遇。中国坚持敞开大门搞建设，坚定不移推进高水平对外开放，打造市场化、法治化、国际化营商环境的决心不会变，一视同仁为外商投资提供优质服务的政策不会变。中国式现代化的出发点和落脚点是让14亿多中国人过上更加美好的生活，这对世界意味着更加广阔的市场和前所未有的合作机遇，也将为世界现代化注入强大动力。欢迎全球工商界积极参与中国式现代化进程，共享中国高质量发展带来的巨大机遇！,人物(0-3): 习近平; 国家(11-13): 中国; 国家(32-34): 中国; 国家(46-48): 中国; 国家(128-130): 中国; 国家(171-173): 中国; 国家(261-263): 中国; 国家(345-347): 中国; 国家(356-358): 中国,"国家-人物<中国,习近平>; 国家-人物<中国,习近平>; 国家-人物<中国,习近平>; 国家-人物<中国,习近平>; 国家-人物<中国,习近平>; 国家-人物<中国,习近平>; 国家-人物<中国,习近平>; 国家-人物<中国,习近平>"
54,	当地时间11月17日下午，习近平主席应邀在曼谷举行的亚太经合组织工商领导人峰会上发表题为《坚守初心  共促发展  开启亚太合作新篇章》书面演讲。当地时间11月18日上午，习近平主席出席亚太经合组织第二十九次领导人非正式会议并发表题为《团结合作勇担责任  构建亚太命运共同体》的重要讲话。接受本报记者采访的国际人士表示，习近平主席的书面演讲和重要讲话传递出团结合作、共促发展的坚定信念，新形势下，中国将携手各方构建亚太命运共同体，再创亚太合作新辉煌。,人物(14-17): 习近平; 人物(14-19): 习近平主席; 国家(27-29): 亚太; 机构(27-33): 亚太经合组织; 机构(27-40): 亚太经合组织工商领导人峰会; 人物(27-38): 亚太经合组织工商领导人; 人物(86-89): 习近平; 人物(86-91): 习近平主席; 机构(93-99): 亚太经合组织; 机构(93-112): 亚太经合组织第二十九次领导人非正式会议; 机构(130-137): 亚太命运共同体; 人物(146-150): 本报记者; 人物(153-157): 国际人士; 人物(160-165): 习近平主席; 人物(160-163): 习近平; 国家(198-200): 中国; 国家(207-209): 亚太; 机构(207-214): 亚太命运共同体; 国家(217-219): 亚太,"机构-人物<亚太经合组织工商领导人峰会,亚太经合组织工商领导人>; 机构-人物<亚太经合组织第二十九次领导人非正式会议,习近平>; 机构-人物<亚太经合组织工商领导人峰会,习近平>; 机构-人物<亚太命运共同体,习近平>; 国家-机构<亚太,亚太命运共同体>; 国家-人物<中国,习近平>; 国家-人物<中国,习近平主席>"
55,“为亚太地区持续稳步向前指明方向”,国家(2-4): 亚太; 国家(2-6): 亚太地区,
56,	当前，新冠肺炎疫情反复延宕，世界经济复苏面临各种挑战，单边主义、保护主义上升，全球产业链供应链受到冲击，通货膨胀、粮食、能源安全等问题复杂严峻。习近平主席指出，亚太是我们安身立命之所，也是全球经济增长动力之源。过去几十年，亚太区域经济合作蓬勃发展，创造了举世瞩目的“亚太奇迹”，亚太合作早已深入人心。现在，世界又一次站在历史的十字路口，亚太地位更加重要、作用更加突出。,人物(73-76): 习近平; 人物(73-78): 习近平主席; 国家(81-83): 亚太; 国家(112-114): 亚太; 国家(112-116): 亚太区域; 国家(134-136): 亚太; 国家(140-142): 亚太; 国家(169-171): 亚太,
57,	泰国智库克朗邦雅国家战略研究所副所长优沃迪·卡甘盖说，亚太合作未来的路怎么走，关乎地区发展，关乎人民福祉，关乎世界未来。“习近平主席回答时代之问，指出要发扬大家庭精神，同舟共济、守望相助，朝着构建亚太命运共同体不断迈进，为亚太地区持续稳步向前指明方向。”,国家(1-3): 泰国; 机构(1-5): 泰国智库; 机构(0-16): 	泰国智库克朗邦雅国家战略研究所; 人物(19-26): 优沃迪·卡甘盖; 人物(16-26): 副所长优沃迪·卡甘盖; 人物(1-26): 泰国智库克朗邦雅国家战略研究所副所长优沃迪·卡甘盖; 国家(28-30): 亚太; 人物(62-67): 习近平主席; 人物(62-65): 习近平; 国家(99-101): 亚太; 机构(99-106): 亚太命运共同体; 国家(112-114): 亚太; 国家(112-116): 亚太地区,"国家-人物<泰国,优沃迪·卡甘盖>; 国家-人物<泰国,副所长优沃迪·卡甘盖>; 国家-人物<泰国,泰国智库克朗邦雅国家战略研究所副所长优沃迪·卡甘盖>; 机构-人物<泰国智库,副所长优沃迪·卡甘盖>"
58,	亚太经合组织（APEC）秘书处执行主任丽贝卡·玛利亚表示，新冠肺炎疫情肆虐、全球经济衰退、地缘政治冲突等因素导致亚太经济体面临诸多共同挑战。“习近平主席为亚太地区有效应对挑战开出良方。我们需要深化APEC框架内合作，推进亚太自由贸易区进程，落实布特拉加亚愿景，全面深入参与世贸组织改革，构建开放型亚太经济。”,机构(1-7): 亚太经合组织; 人物(20-27): 丽贝卡·玛利亚; 机构(1-16): 亚太经合组织（APEC）秘书处; 人物(16-27): 执行主任丽贝卡·玛利亚; 机构(57-62): 亚太经济体; 人物(72-77): 习近平主席; 国家(78-80): 亚太; 机构(99-103): APEC; 机构(111-118): 亚太自由贸易区; 机构(137-141): 世贸组织; 国家(149-151): 亚太; 机构(8-12): APEC,"机构-人物<亚太经合组织（APEC）秘书处,丽贝卡·玛利亚>; 机构-人物<亚太经合组织,执行主任丽贝卡·玛利亚>; 机构间<APEC,亚太自由贸易区>; 机构间<亚太经合组织,亚太经济体>"
59,	“正是因为摆脱了冷战阴霾，亚太地区特别是中小经济体步入奔向现代化的快车道，‘亚太奇迹’才应运而生。”习近平主席的深刻论述，让墨西哥国际政治专家赫拉尔多·托雷斯·巴尔德斯产生强烈共鸣。“没有和平稳定，就没有经济发展和社会进步。亚太地区过去饱受冲突战乱之苦，经济社会严重落后。现在，亚太地区能成为全球经济的重要引擎，正是得益于亚太地区和平稳定的大环境。”巴尔德斯说。,国家(14-18): 亚太地区; 国家(39-41): 亚太; 人物(51-56): 习近平主席; 国家(63-66): 墨西哥; 人物(72-85): 赫拉尔多·托雷斯·巴尔德斯; 人物(66-85): 国际政治专家赫拉尔多·托雷斯·巴尔德斯; 国家(113-117): 亚太地区; 国家(140-144): 亚太地区; 国家(162-166): 亚太地区; 人物(176-180): 巴尔德斯,"国家-人物<墨西哥,赫拉尔多·托雷斯·巴尔德斯>; 国家-人物<墨西哥,国际政治专家赫拉尔多·托雷斯·巴尔德斯>; 国家-人物<墨西哥,巴尔德斯>"
60,	“和平稳定的环境就像空气，身在其中时感受不到它的重要性，一旦失去就无法生存。”日本众议院前议员、清华大学日本研究中心客座研究员小池政就表示，和平稳定的大环境是推动国际贸易的重要保障，各国应构筑更多沟通的桥梁，深化国与国之间的理解与合作。,国家(40-42): 日本; 机构(40-45): 日本众议院; 人物(40-67): 日本众议院前议员、清华大学日本研究中心客座研究员小池政; 机构(49-53): 清华大学; 机构(49-59): 清华大学日本研究中心; 人物(59-67): 客座研究员小池政; 国家(92-94): 各国,"国家-人物<日本,客座研究员小池政>; 国家-人物<日本,日本众议院前议员、清华大学日本研究中心客座研究员小池政>; 机构间<日本众议院,清华大学日本研究中心>; 机构间<清华大学,清华大学日本研究中心>; 国家-机构<日本,日本众议院>"
61,	韩国世宗研究所研究委员郑载兴表示，当前，世界局势纷繁复杂，“亚太地区不是谁的后花园，不应该成为大国角斗场”这一观点具有现实意义，值得各方深思。中国践行多边主义，倡导各方携手共同发展，这符合时代潮流，符合各经济体人民利益。“中国的发展经验为亚太各经济体提供借鉴，中国持续扩大开放为亚太地区带来更多发展机遇。”,国家(1-3): 韩国; 机构(1-8): 韩国世宗研究所; 人物(0-15): 	韩国世宗研究所研究委员郑载兴; 人物(12-15): 郑载兴; 国家(31-33): 亚太; 国家(72-74): 中国; 国家(112-114): 中国; 国家(120-122): 亚太; 国家(131-133): 中国,"国家-人物<韩国,郑载兴>; 机构-人物<韩国世宗研究所,	韩国世宗研究所研究委员郑载兴>; 国家-机构<韩国,韩国世宗研究所>"
62,“携手构建亚太命运共同体具有重大意义”,国家(5-7): 亚太; 机构(5-12): 亚太命运共同体,"国家-机构<亚太,亚太命运共同体>"
63,	新形势下，我们要携手构建亚太命运共同体，再创亚太合作新辉煌。习近平主席提出四点建议：维护国际公平正义，建设和平稳定的亚太；坚持开放包容，建设共同富裕的亚太；坚持绿色低碳发展，建设清洁美丽的亚太；坚持命运与共，建设守望相助的亚太。,国家(13-15): 亚太; 国家(23-25): 亚太; 国家(76-78): 亚太; 国家(59-61): 亚太; 国家(95-97): 亚太; 国家(112-114): 亚太; 机构(13-20): 亚太命运共同体; 人物(31-36): 习近平主席; 人物(31-34): 习近平,"机构-人物<亚太命运共同体,习近平>"
64,	“携手构建亚太命运共同体具有重大意义。”泰国前总理差瓦立表示，我们同属亚太，彼此息息相关、命运相连。要强化命运共同体意识，加强政策协调对接，形成合力。,国家(6-8): 亚太; 机构(6-13): 亚太命运共同体; 国家(21-23): 泰国; 人物(26-29): 差瓦立; 人物(21-29): 泰国前总理差瓦立; 国家(36-38): 亚太; 机构(54-59): 命运共同体,"国家-人物<泰国,差瓦立>; 国家-人物<泰国,泰国前总理差瓦立>"
