Entity,Relation,Sentiment
习近平,"国家间<中国,亚太>",positive
中国,"国家间<亚太,中国>",positive
中国,"国家-人物<中国,习近平>",positive
中国,"国家-人物<中国,习近平>",positive
中国,"国家-人物<中国,习近平>",positive
亚太,"国家-人物<中国,习近平>",positive
亚太,"国家-人物<亚太,习近平>",positive
习近平,,positive
亚太,,positive
金平,,positive
习近平,,positive
亚太,,positive
亚太,,positive
习近平,"国家-机构<匈牙利,匈牙利萨佐德韦格研究所政治分析中心>",positive
亚太,"机构-人物<匈牙利萨佐德韦格研究所政治分析中心,基塞伊·佐尔坦>",positive
匈牙利,"国家-人物<中国,习近平>",positive
匈牙利萨佐德韦格研究所政治分析中心,"国家间<亚太,中国>",positive
基塞伊·佐尔坦,"国家间<中国,亚太>",positive
中国,"国家间<匈牙利,中国>",positive
亚太,"国家间<中国,匈牙利>",positive
阿根廷,"国家间<中国,习近平>",positive
阿根廷拉普拉塔国立大学中国研究中心,"国家间<中国,习近平>",positive
中国,"国家间<中国,习近平>",positive
塞巴斯蒂安·舒尔茨,"国家间<中国,阿根廷>",positive
中国,"国家间<阿根廷,中国>",positive
中国,"国家-机构<阿根廷,阿根廷拉普拉塔国立大学中国研究中心>",positive
习近平,"机构-人物<阿根廷拉普拉塔国立大学中国研究中心,塞巴斯蒂安·舒尔茨>",positive
中国,"国家间<中国,埃及>",positive
亚太,"国家间<埃及,中国>",positive
人类命运共同体,"国家间<亚太,中国>",positive
埃及,"国家间<中国,亚太>",positive
埃及金字塔政治和战略研究中心,"国家-机构<中国,人类命运共同体>",positive
艾哈迈德·坎迪勒,"国家-机构<亚太,人类命运共同体>",positive
中国,"国家-机构<埃及,人类命运共同体>",positive
一带一路,"国家-机构<埃及,埃及金字塔政治和战略研究中心>",positive
亚太,"机构-人物<埃及金字塔政治和战略研究中心,艾哈迈德·坎迪勒>",positive
中国,"国家-机构<中国,一带一路>",positive
印度尼西亚,"国家间<印度尼西亚,中国>",positive
印度尼西亚智库亚洲创新研究中心,"国家间<中国,印度尼西亚>",positive
班邦·苏尔约,"国家-人物<中国,习近平主席>",positive
亚太,"国家-机构<亚太,亚太共同体>",positive
亚太共同体,"国家-机构<印度尼西亚,印度尼西亚智库亚洲创新研究中心>",positive
亚太,"机构-人物<印度尼西亚智库亚洲创新研究中心,班邦·苏尔约>",positive
卢旺达,"国家-人物<卢旺达,鲁萨·巴吉里夏>",positive
鲁萨·巴吉里夏,"国家间<卢旺达,中国>",positive
中国,"国家间<中国,卢旺达>",positive
中国,"国家-机构<中国,人类命运共同体>",positive
亚太,"国家-机构<中国,新华社>",positive
中国,"机构-人物<新华社,杨威>",positive
人类命运共同体,"机构-人物<新华社,谢琳>",positive
新华社,"机构-人物<新华社,何毅>",positive
杨威,"机构-人物<新华社,邱夏>",positive
新华社,"国家间<亚太,亚太经合组织>",neutral
韩墨,"机构-人物<新华社,韩墨>",neutral
刘亚南,"机构-人物<新华社,刘亚南>",neutral
习近平,"国家-机构<亚太,亚太经合组织>",positive
亚太,"国家-机构<亚太,亚太经合组织>",positive
习近平,"国家-机构<亚太,亚太经合组织>",positive
联合国,"国家-机构<亚太,亚太自由贸易区>",positive
亚太,"国家-机构<亚太,联合国>",positive
习近平,"国家-人物<中国,习近平>",positive
中国,"国家-人物<中国,习近平>",positive
中国,"国家-人物<中国,习近平>",positive
中国,"国家-人物<中国,习近平>",positive
中国,"国家-人物<中国,习近平>",positive
习近平,"国家-机构<亚太,亚太经合组织>",neutral
亚太经合组织,"机构-人物<亚太经合组织,习近平>",neutral
习近平,"国家-机构<亚太,亚太经合组织>",positive
亚太,"国家-机构<亚太,亚太经合组织>",positive
习近平,"国家-机构<亚太,亚太经合组织>",positive
联合国,,positive
亚太,,positive
习近平,"国家-人物<中国,习近平>",positive
中国,"国家-人物<中国,习近平>",positive
中国,"国家-人物<中国,习近平>",positive
中国,"国家-人物<中国,习近平>",positive
中国,"国家-人物<中国,习近平>",positive
中国,"国家-人物<中国,习近平>",positive
中国,"国家-人物<中国,习近平>",positive
中国,"国家-人物<中国,习近平>",positive
亚太,,positive
亚太经合组织,,neutral
中华人民共和国主席,"国家-人物<中华人民共和国主席,习近平>",neutral
新华,,neutral
亚太,,neutral
习近平,,neutral
新华社,,neutral
亚太,"国家-人物<中国,习近平>",positive
亚太经合组织,"国家-人物<中国,习近平>",positive
美国,"国家间<亚太,美国>",positive
习近平,"国家间<中国,美国>",positive
亚太,"国家间<中国,美国>",positive
习近平,"国家间<美国,亚太>",positive
亚太,"机构-人物<亚太经合组织,习近平>",neutral
亚太,"国家-机构<亚太,亚太经合组织>",neutral
亚太,"国家间<亚太,巴基斯坦>",positive
巴基斯坦,"国家间<巴基斯坦,亚太>",positive
泽米尔·阿万,"国家-机构<巴基斯坦,巴基斯坦智库全球丝绸之路研究联盟>",positive
习近平,"机构-人物<巴基斯坦智库全球丝绸之路研究联盟,泽米尔·阿万>",positive
亚太,"国家-人物<中国,习近平>",positive
中国,"国家-机构<俄罗斯,俄罗斯-亚洲工业家和企业家联盟>",positive
俄罗斯,"机构-人物<俄罗斯-亚洲工业家和企业家联盟,曼克维奇>",positive
俄罗斯-亚洲工业家和企业家联盟,"国家间<俄罗斯,中国>",positive
曼克维奇,"国家间<中国,俄罗斯>",positive
亚太,"国家间<俄罗斯,亚太>",positive
亚太,"国家间<亚太,俄罗斯>",positive
柬埔寨,"国家间<柬埔寨,中国>",positive
柬埔寨皇家科学院国际关系研究所,"国家间<中国,柬埔寨>",positive
金平,"国家间<亚太,柬埔寨>",positive
习近平,"国家间<柬埔寨,亚太>",positive
亚太,"国家-机构<亚太,亚太经合组织>",positive
亚太经合组织,"国家-人物<中国,习近平>",positive
中国,"机构-人物<柬埔寨皇家科学院国际关系研究所,金平>",positive
中国,"国家-机构<柬埔寨,柬埔寨皇家科学院国际关系研究所>",positive
中国,"国家间<中国,阿根廷>",positive
亚太,"国家间<阿根廷,中国>",positive
中国,"国家间<中国,亚太>",positive
智利,"国家间<亚太,中国>",positive
智利塔拉帕卡大学,"国家-机构<智利,智利塔拉帕卡大学>",positive
费尔南多·卡夫拉莱斯,"机构-人物<智利塔拉帕卡大学,费尔南多·卡夫拉莱斯>",positive
亚太,,positive
习近平,"国家-人物<中国,习近平>",positive
亚太,"国家间<中国,亚太>",positive
亚太,"国家间<亚太,中国>",positive
墨西哥,"国家间<墨西哥,中国>",positive
墨西哥城自治大学,"国家间<中国,墨西哥>",positive
爱德华多·齐利,"国家-机构<墨西哥,墨西哥城自治大学>",positive
习近平,"机构-人物<墨西哥城自治大学,爱德华多·齐利>",positive
中国,"国家-人物<中国,习近平>",positive
中国,"国家间<新加坡,中国>",positive
新加坡,"国家间<中国,新加坡>",positive
新加坡国立大学,"国家-机构<新加坡,新加坡国立大学>",positive
李光耀,"机构-人物<新加坡国立大学,顾清扬>",positive
顾清扬,"国家-人物<新加坡,李光耀>",positive
中国,"国家-人物<中国,习近平>",positive
中国,"国家-人物<中国,习近平>",positive
卢旺达,"国家-人物<卢旺达,埃吉德·卡鲁兰>",positive
埃吉德·卡鲁兰,"国家-机构<亚太,亚太自由贸易区>",positive
沙特阿拉伯,"国家间<沙特阿拉伯,中国>",positive
沙特,"国家间<中国,沙特阿拉伯>",positive
阿卜杜勒·阿齐兹·沙巴尼,"国家-人物<沙特,阿卜杜勒·阿齐兹·沙巴尼>",positive
习近平,"国家-人物<沙特阿拉伯,阿卜杜勒·阿齐兹·沙巴尼>",positive
中国,"国家-人物<中国,习近平>",positive
中国,"国家-机构<中国,一带一路>",positive
新西兰,"国家-机构<新西兰,新西兰亚太经合组织工商咨询理事会>",positive
新西兰亚太经合组织工商咨询理事会,"机构-人物<新西兰亚太经合组织工商咨询理事会,布雷特·赖利>",positive
布雷特·赖利,"国家间<中国,新西兰>",positive
中国,"国家间<新西兰,中国>",positive
中国,"国家间<新西兰,中国>",positive
中国,"国家间<中国,新西兰>",positive
老挝,,positive
印度尼西亚,,positive
中国,,positive
马来西亚,,positive
泰国,,positive
泰国,,positive
中国,,positive
中国,"国家-机构<中国,一带一路>",positive
人类命运共同体,"国家-机构<中国,人类命运共同体>",positive
哈萨克斯坦,"国家-机构<哈萨克斯坦,人类命运共同体>",positive
科尔茹姆巴耶夫,"国家间<中国,哈萨克斯坦>",positive
哈萨克斯坦实业报,"国家间<哈萨克斯坦,中国>",positive
一带一路,"国家-机构<哈萨克斯坦,哈萨克斯坦实业报>",positive
亚太,,positive
习近平,"国家-人物<中国,习近平>",positive
中国,"国家-人物<中国,习近平>",positive
习近平,,positive
金平,,positive
习近平,,positive
亚太,,positive
亚太,,positive
习近平,"国家-机构<匈牙利,匈牙利萨佐德韦格研究所政治分析中心>",positive
亚太,"机构-人物<匈牙利萨佐德韦格研究所政治分析中心,基塞伊·佐尔坦>",positive
匈牙利,"国家间<中国,匈牙利>",positive
匈牙利萨佐德韦格研究所政治分析中心,"国家间<匈牙利,中国>",positive
基塞伊·佐尔坦,"国家-人物<中国,习近平>",positive
阿根廷,"国家间<阿根廷,中国>",positive
阿根廷拉普拉塔国立大学中国研究中心,"国家间<中国,阿根廷>",positive
塞巴斯蒂安·舒尔茨,"国家-机构<阿根廷,阿根廷拉普拉塔国立大学中国研究中心>",positive
中国,"机构-人物<阿根廷拉普拉塔国立大学中国研究中心,塞巴斯蒂安·舒尔茨>",positive
中国,"国家-人物<中国,习近平>",positive
中国,"国家间<埃及,中国>",positive
埃及,"国家间<中国,埃及>",positive
人类命运共同体,"国家-机构<中国,人类命运共同体>",positive
埃及金字塔政治和战略研究中心,"国家-机构<埃及,埃及金字塔政治和战略研究中心>",positive
艾哈迈德·坎迪勒,"机构-人物<埃及金字塔政治和战略研究中心,艾哈迈德·坎迪勒>",positive
中国,"国家-机构<中国,一带一路>",positive
一带一路,"国家-机构<一带一路,亚太>",positive
印度尼西亚,"国家-机构<亚太,亚太共同体>",positive
印度尼西亚智库亚洲创新研究中心,"国家-机构<印度尼西亚,印度尼西亚智库亚洲创新研究中心>",positive
班邦·苏尔约诺,"机构-人物<印度尼西亚智库亚洲创新研究中心,班邦·苏尔约诺>",positive
亚太,"国家-人物<中国,习近平>",positive
亚太共同体,"国家间<印度尼西亚,亚太>",positive
亚太,"国家间<亚太,印度尼西亚>",positive
习近平,"国家间<中国,印度尼西亚>",positive
中国,"国家间<印度尼西亚,中国>",positive
卢旺达,"国家间<卢旺达,中国>",positive
鲁萨·巴吉里夏,"国家间<中国,卢旺达>",positive
中国,"国家-人物<卢旺达,鲁萨·巴吉里夏>",positive
中国,"国家-机构<中国,人类命运共同体>",positive
中国,"国家-机构<中国,新华社>",positive
人类命运共同体,"机构-人物<新华社,杨威>",positive
新华社,"机构-人物<新华社,谢琳>",positive
杨威,"机构-人物<新华社,何毅>",positive
谢琳,"机构-人物<新华社,邱夏>",positive
亚太,,positive
亚太经合组织,,neutral
美国,,positive
亚太经合组织,,positive
习近平,,positive
亚太,,positive
习近平,,positive
亚太经合组织,,positive
亚太,,positive
亚太,,positive
亚太,,positive
习近平,,positive
亚太,,positive
亚太,,positive
亚太,,positive
亚太,"国家间<中国,亚太>",positive
亚太,"国家间<亚太,中国>",positive
世界贸易组织,"国家-机构<中国,亚太自由贸易区>",positive
亚太自由贸易区,"国家-机构<中国,世界贸易组织>",positive
亚太,,positive
中国,,positive
亚太,,positive
亚太,,positive
联合国,,positive
全球发展共同体,,positive
中国,,positive
亚太经合组织,,positive
习近平,"国家-人物<中国,习近平>",positive
美国,"国家-人物<美国,拜登>",neutral
亚太经合组织,,neutral
王毅,,neutral
新华社,"机构-人物<新华社,李学仁>",neutral
新华社,"机构-人物<新华社,倪四义>",positive
倪四义,"机构-人物<新华社,刘华>",positive
刘华,"国家间<亚太,美国>",positive
亚太经合组织,"国家间<美国,亚太>",positive
美国,"国家-机构<亚太,亚太经合组织>",positive
亚太经合组织,"国家间<亚太,美国>",positive
美国,"国家间<美国,亚太>",positive
美国,"国家-机构<亚太,亚太经合组织>",positive
亚太,"机构间<亚太经合组织,亚太共同体>",positive
亚太经合组织,"机构间<亚太共同体,亚太经合组织>",positive
亚太经合组织,,positive
美国,,positive
亚太经合组织,,positive
亚太经合组织,,positive
世界贸易组织,"机构间<世界贸易组织,亚太经合组织>",positive
世界贸易组织,"机构间<亚太经合组织,世界贸易组织>",positive
